,subject,vertebra,poi_idx,target,coarse,refined,coarse_proj,refined_proj,coarse_proj_dist,refined_proj_dist,loss_mask,coarse_error,refined_error,coarse_proj_error,refined_proj_error
10,WS-62,3,118,[56 71 55],[56.216938 69.861694 53.614407],[56.07046 71.27378 53.37354],[56 71 54],[56 71 53],1.2212633,0.46845713,True,1.8062865217365334,1.6508471185894575,1.0,2.0
11,WS-62,3,119,[56 80 44],[57.41754  80.61387  41.777878],[57.080875 80.433174 40.240025],[58 81 42],[57 80 41],0.7332759,0.8784892,True,2.7063048147691093,3.9361588779426184,3.0,3.1622776601683795
12,WS-62,3,120,[55 72 45],[56.553947 71.425964 42.45497 ],[56.07848  71.41135  42.737675],[57 72 42],[57 72 43],0.85760057,1.124512,True,3.0366825006634386,2.574441168492455,3.605551275463989,2.8284271247461903
13,WS-62,3,125,[63 53 49],[63.401836 54.465576 49.243134],[62.95246  53.48614  47.662766],[63 54 48],[63 54 48],1.3869444,0.6164721,True,1.5389931529388163,1.4236535058223474,1.4142135623730951,1.4142135623730951
14,WS-62,3,127,[63 54 43],[62.839928 54.74377  42.882397],[62.01107  52.746964 42.51195 ],[63 54 43],[63 53 42],0.7698366,1.1419736,True,0.7698366001199725,1.6692135591241024,0.0,1.4142135623730951
15,WS-62,3,134,[41 61 41],[57.190594 55.673798 41.26149 ],[56.991943 53.704155 41.819717],[57 55 41],[57 54 41],0.74746644,0.8715078,False,17.046176517542023,17.596691273199873,17.08800749063506,17.46424919657298
16,WS-62,3,136,[41 61 41],[57.143635 58.361336 34.07931 ],[57.03311  56.850792 37.27719 ],[54 57 40],[54 57 40],6.840338,4.0786905,False,17.76162786835468,16.974566266352284,13.638181696985855,13.638181696985855
17,WS-62,3,141,[41 61 41],[58.58194 65.19734 48.65683],[57.991528 66.476685 48.906197],[59 70 49],[59 70 49],4.8330183,3.6660016,False,19.630825907470463,19.52470299908328,21.656407827707714,21.656407827707714
18,WS-62,3,142,[41 61 41],[53.545853 61.059864 39.222076],[53.017334 58.68444  40.179855],[52 59 40],[53 58 40],2.6903281,0.7078894,False,12.671346217712143,12.265837461016138,11.224972160321824,12.409673645990857
19,WS-62,3,143,[41 61 41],[50.823586 46.958786 30.935104],[49.94611  48.433334 33.769558],[56 53 41],[53 56 40],12.829406,10.266405,False,19.87361684771632,17.036233673812067,17.0,13.038404810405298
20,WS-62,3,144,[41 61 41],[58.37658  57.632217 38.86531 ],[57.99021  54.668163 40.950104],[57 55 41],[58 54 41],3.657928,0.67009526,False,17.828190198914147,18.13179340282063,17.08800749063506,18.384776310850235
21,WS-62,3,149,[41 61 41],[53.9878   57.506218 34.72574 ],[52.990597 55.28557  38.49226 ],[54 57 40],[53 56 40],5.298513,1.6684667,False,14.841018644153563,13.51731856962241,13.638181696985855,13.038404810405298
22,WS-62,3,151,[41 61 41],[62.569393 62.598305 35.271492],[62.01786  61.019707 37.832336],[63 70 40],[62 54 42],8.793708,8.163702,False,22.374295589526692,21.255233172043177,23.790754506740637,22.15851980616034
23,WS-62,4,81,[66 43 42],[63.408157 44.80098  42.697083],[63.019913 44.526463 43.207745],[64 45 43],[63 45 44],0.6940071,0.9232025,True,3.232197385596113,3.5594459041531983,3.0,4.123105625617661
24,WS-62,4,101,[65 84 49],[64.43191 82.89184 49.48875],[63.98399  83.93873  48.517654],[64 83 49],[64 84 49],0.6611507,0.48648515,True,1.3377700768812455,1.1263606770718735,1.4142135623730951,1.0
25,WS-62,4,102,[63 71 51],[64.276505 70.792435 50.944283],[64.00941  71.40559  50.379395],[64 71 51],[64 71 50],0.35020357,0.5554538,True,1.2944696111148775,1.2524192299190116,1.0,1.4142135623730951
26,WS-62,4,103,[64 85 37],[63.985023 84.59729  38.13571 ],[62.972652 84.63047  37.124733],[64 85 38],[63 85 37],0.42522612,0.39097112,True,1.2050894595137505,1.098887414524641,1.0,1.0
27,WS-62,4,104,[62 71 40],[63.363834 71.03839  39.679314],[62.96067  71.492165 39.28796 ],[63 71 40],[63 71 39],0.486507,0.57157135,True,1.4015555021241701,1.2931027206657721,1.0,1.4142135623730951
28,WS-62,4,109,[73 81 51],[72.54732  80.95137  50.151264],[71.99629  81.4403   49.397152],[73 81 50],[72 82 49],0.4797574,0.68629986,True,0.9631400568182785,1.941755772513258,1.0,2.449489742783178
29,WS-62,4,110,[72 71 51],[72.863144 70.47137  52.441612],[72.07211 71.26251 50.80167],[73 71 51],[72 71 51],1.5415668,0.33681998,True,1.761452883938679,0.3368199939509401,1.0,0.0
30,WS-62,4,111,[72 81 40],[71.6236   81.36139  38.475433],[70.963    81.73549  38.412094],[71 81 38],[71 82 38],0.8634299,0.49107727,True,1.6113923866289086,2.0341492870726525,2.23606797749979,2.449489742783178
31,WS-62,4,112,[71 71 42],[71.01477 71.72409 41.01709],[71.0802   72.082275 40.998028],[71 72 41],[71 72 41],0.27683252,0.11491388,True,1.220916748046875,1.4770580147780876,1.4142135623730951,1.4142135623730951
32,WS-62,4,117,[56 82 52],[56.11329  81.431885 51.405067],[55.984894 81.033195 50.75047 ],[56 82 51],[56 82 51],0.70687264,0.99860144,True,0.8303818616115067,1.5799577044269717,1.0,1.0
33,WS-62,4,118,[56 73 54],[55.963356 71.16239  52.994144],[54.994675 72.18254  52.18323 ],[56 72 53],[55 72 52],0.8384299,0.2586953,True,2.0952070521298087,2.2314942747949846,1.4142135623730951,2.449489742783178
34,WS-62,4,119,[56 82 42],[56.30352  81.835815 40.632477],[56.064785 82.29616  39.07938 ],[56 82 41],[56 82 40],0.5041373,0.9692511,True,1.410390290278956,2.9363118939722566,1.0,2.0
35,WS-62,4,120,[55 74 43],[55.734413 72.60999  41.89483 ],[55.01853  72.90162  41.387722],[56 73 42],[56 73 41],0.4834282,1.0598524,True,1.9216882090315872,1.9509548025912704,1.7320508075688772,2.449489742783178
36,WS-62,4,125,[63 56 50],[63.68782  55.920296 49.470894],[62.951473 56.22688  48.14089 ],[64 56 49],[63 56 48],0.57056975,0.2714378,True,0.8714373360932519,1.873532923191022,1.4142135623730951,2.0
37,WS-62,4,127,[63 56 43],[63.655506 54.944977 42.88089 ],[63.072315 54.077606 42.645725],[64 55 43],[63 54 42],0.3686337,0.6543801,True,1.247777803926412,1.9561027597142884,1.4142135623730951,2.23606797749979
38,WS-62,4,134,[39 63 41],[57.385338 55.512306 41.565544],[57.046944 54.39561  42.95072 ],[57 56 42],[56 54 43],0.7583419,1.12028,False,19.859658746099832,20.08813093062125,19.339079605813716,19.339079605813716
39,WS-62,4,136,[39 63 41],[56.51866  59.423447 33.23099 ],[55.89284  59.563885 36.857822],[55 59 41],[55 59 41],7.9273663,4.274666,False,19.49494113196185,17.729427845846466,16.492422502470642,16.492422502470642
40,WS-62,4,141,[39 63 41],[58.041405 66.22275  48.14646 ],[57.993866 65.08841  48.724262],[60 71 48],[55 62 49],5.165238,4.310167,False,20.592064225093136,20.610497941597664,23.53720459187964,17.916472867168917
41,WS-62,4,142,[39 63 41],[52.338303 62.169212 38.3366  ],[51.976185 60.032776 41.17622 ],[52 62 41],[52 60 41],2.6901255,0.18081728,False,13.626966558032457,13.312281757195755,13.038404810405298,13.341664064126334
42,WS-62,4,143,[39 63 41],[50.418667 45.999672 30.56047 ],[49.92428  47.37327  33.929455],[57 46 42],[56 52 41],13.197605,10.407385,False,22.986536954600773,20.335368545447537,24.779023386727733,20.248456731316587
43,WS-62,4,144,[39 63 41],[58.279156 57.805595 38.978966],[57.987053 55.76437  41.996643],[58 56 41],[58 56 42],2.72446,0.23600934,False,20.06868865371843,20.343446559081563,20.248456731316587,20.273134932713294
44,WS-62,4,149,[39 63 41],[54.093414 58.475582 33.759308],[53.863552 59.611187 37.882275],[52 60 40],[52 60 40],6.7566614,2.847589,False,17.34096696284353,15.560509182218818,13.379088160259652,13.379088160259652
45,WS-62,4,151,[39 63 41],[63.23119  63.686836 33.93201 ],[63.102905 62.20883  35.97195 ],[63 71 39],[66 56 41],8.90058,8.498472,False,25.250322237365992,24.634473228060756,25.37715508089904,27.892651361962706
46,WS-62,5,81,[60 42 48],[62.891396 43.394417 48.779358],[62.001465 42.783077 48.79054 ],[63 43 49],[62 43 49],0.4648037,0.30154872,True,3.3033264030557885,2.289983200733209,3.3166247903554,2.449489742783178
47,WS-62,5,101,[64 85 48],[64.12804 84.72198 47.8957 ],[64.0086  85.50239 47.36612],[64 85 48],[64 86 47],0.323371,0.6178471,True,0.32337098908465595,0.808870983929249,0.0,1.4142135623730951
48,WS-62,5,102,[64 72 51],[64.41799 72.95273 50.90821],[63.98679  72.76065  50.420135],[64 73 51],[64 73 51],0.43055418,0.6274595,True,1.0444297173509716,0.9565598469158996,1.0,1.0
49,WS-62,5,103,[63 85 36],[63.46547  85.01867  37.297398],[62.986244 85.48963  36.694153],[63 86 37],[63 86 37],1.1261071,0.5951534,True,1.378495857579325,0.8495743237998651,1.4142135623730951,1.4142135623730951
50,WS-62,5,104,[62 72 39],[63.42395 70.78186 40.05673],[62.992035 71.03026  40.04054 ],[63 71 40],[63 71 40],0.48014247,0.05120931,True,2.1513189431307094,1.7341434299976919,1.7320508075688772,1.7320508075688772
51,WS-62,5,109,[73 83 48],[72.67493  83.01679  48.598007],[71.9976   82.77941  47.904552],[73 83 49],[72 83 48],0.51725507,0.24036509,True,0.6808577001535873,1.0308161304039618,1.0,1.0
52,WS-62,5,110,[72 72 51],[73.51376  72.86493  52.305218],[73.03657 72.52712 50.85095],[74 74 52],[73 73 51],1.2719944,0.49715865,True,2.1778832822812815,1.172410806171878,3.0,1.4142135623730951
53,WS-62,5,111,[72 82 38],[71.55112 81.96623 37.53315],[70.999245 81.761665 37.654705],[72 82 38],[71 82 37],0.6485256,0.6967372,True,0.6485255899059086,1.0851466273713068,0.0,1.4142135623730951
54,WS-62,5,112,[71 72 41],[71.284706 71.85501  41.6462  ],[71.068855 71.961784 40.77715 ],[71 72 42],[71 72 41],0.47671276,0.23635559,True,0.7208686385621531,0.23635558836867906,1.0,0.0
55,WS-62,5,117,[56 83 51],[55.41191  82.876175 50.050114],[54.96459  83.091705 50.400604],[55 83 50],[55 83 50],0.4330297,0.41248956,True,1.1240397380934588,1.1999011630392304,1.4142135623730951,1.4142135623730951
56,WS-62,5,118,[55 74 54],[56.243946 73.16868  52.902534],[55.98346  73.010666 52.27936 ],[56 74 53],[56 73 52],0.87184,0.28005415,True,1.855512918715951,2.2150780082047503,1.4142135623730951,2.449489742783178
57,WS-62,5,119,[55 83 40],[55.768974 82.49923  40.093365],[55.042606 82.605194 39.540234],[56 83 40],[55 83 40],0.55933976,0.60751307,True,0.922393415662372,0.6075130764120953,1.0,0.0
58,WS-62,5,120,[54 72 44],[56.103706 72.23237  42.460533],[56.005497 72.06194  41.78255 ],[56 72 42],[56 72 42],0.5261567,0.22616655,True,2.6171613936914797,2.9904742059029203,2.8284271247461903,2.8284271247461903
59,WS-62,5,125,[64 57 52],[64.06402  58.125645 52.170845],[63.926537 57.617634 51.00407 ],[64 57 52],[64 58 51],1.1403342,0.3893807,True,1.1403342998404915,1.1741994785076655,0.0,1.4142135623730951
60,WS-62,5,127,[63 55 47],[63.808002 55.024242 45.78387 ],[63.038815 54.591156 45.612705],[64 55 46],[63 55 46],0.29010794,0.5644973,True,1.460282907593675,1.4468057082119814,1.4142135623730951,1.0
61,WS-62,5,134,[39 62 43],[57.380646 55.220825 41.472786],[56.966156 54.738533 45.51686 ],[57 55 43],[56 55 46],1.5893513,1.1114161,False,19.650387580063516,19.540886710429252,19.313207915827967,18.627936010197157
62,WS-62,5,136,[39 62 43],[56.49739  60.62516  32.000774],[55.979027 62.106598 34.40878 ],[55 58 43],[51 61 42],11.406867,9.145595,False,20.71308358370329,19.029130032402893,16.492422502470642,12.083045973594572
63,WS-62,5,141,[39 62 43],[58.467896 67.741974 47.99112 ],[58.013233 67.758255 48.410145],[58 72 48],[58 72 48],4.2836657,4.2615485,False,20.901686348706445,20.589565407319384,22.045407685048602,22.045407685048602
64,WS-62,5,142,[39 62 43],[51.812836 63.308197 37.268402],[50.990665 60.977863 40.69771 ],[51 61 42],[51 61 42],5.326959,1.3025135,False,14.09721080369471,12.252402574912065,12.083045973594572,12.083045973594572
65,WS-62,5,143,[39 62 43],[50.318306 45.594296 30.778702],[49.93523  47.15322  33.834164],[58 53 43],[58 53 43],16.22384,13.536539,False,23.379720276904365,20.591713363442267,21.02379604162864,21.02379604162864
66,WS-62,5,144,[39 62 43],[58.232883 57.739655 38.330757],[57.93931  55.075752 42.69016 ],[58 55 43],[58 55 43],5.41865,0.32468978,False,20.24490499449266,20.167761456249508,20.248456731316587,20.248456731316587
67,WS-62,5,149,[39 62 43],[54.37835  59.085938 33.223236],[53.97401  61.31902  36.017044],[51 61 42],[51 61 42],9.597316,6.6889663,False,18.454552290569826,16.53621473398056,12.083045973594572,12.083045973594572
68,WS-62,5,151,[39 62 43],[63.66852  64.34707  32.985157],[63.04002  67.142685 35.072937],[64 71 39],[63 71 39],8.974949,5.5047526,False,26.727173134154867,25.830371601057163,26.870057685088806,25.942243542145693
69,WS-62,6,81,[63 36 49],[65.822784 35.707993 50.12124 ],[65.0124   36.6428   49.805862],[66 37 50],[65 37 50],1.309728,0.4067375,True,3.051320450808949,2.2610506539121973,3.3166247903554,2.449489742783178
70,WS-62,6,101,[62 91 46],[62.386208 90.03663  47.148346],[61.968693 91.14899  46.326015],[62 90 47],[62 91 46],0.41533658,0.35981008,True,1.5478820778594469,0.3598100912534666,1.4142135623730951,0.0
71,WS-62,6,102,[62 78 52],[63.554245 78.1824   51.126457],[62.945026 78.41397  50.95969 ],[64 78 51],[63 78 51],0.49795583,0.4195461,True,1.7922124772257444,1.4651592193592324,2.23606797749979,1.4142135623730951
72,WS-62,6,103,[61 89 35],[61.39452 88.2083  36.20949],[60.968666 88.9902   35.295113],[61 89 36],[61 89 35],0.9090243,0.2969333,True,1.4984353862217905,0.2969332941875604,1.0,0.0
73,WS-62,6,104,[61 75 40],[62.913395 74.054306 41.06416 ],[62.005096 75.047745 41.065613],[63 75 41],[62 75 41],0.9518161,0.08130543,True,2.384921895820105,1.465615580748754,2.23606797749979,1.4142135623730951
74,WS-62,6,109,[71 88 47],[70.248726 87.670815 47.624935],[70.00608 88.59962 46.71064],[70 88 48],[70 89 47],0.55758524,0.49403718,True,1.031173997276772,1.1963049391987246,1.4142135623730951,1.4142135623730951
75,WS-62,6,110,[72 78 52],[72.57836  78.208374 52.651672],[71.99177 78.57195 51.29541],[73 78 52],[72 78 51],0.8036639,0.6437895,True,0.8958786973585726,0.907548700492637,1.0,1.0
76,WS-62,6,111,[70 86 36],[70.05683 85.70067 36.81352],[69.98021 86.53177 36.44598],[70 86 37],[70 86 36],0.35721785,0.69431114,True,0.8687011214028534,0.6943111333196563,1.0,0.0
77,WS-62,6,112,[70 76 41],[70.46534  75.43805  42.519943],[70.02533  76.33112  41.983875],[70 75 43],[71 76 42],0.7993014,1.0295072,True,1.6859884386283626,1.0384097546145996,2.23606797749979,1.4142135623730951
78,WS-62,6,117,[54 89 49],[53.147667 86.95857  49.305832],[53.037025 87.76084  48.976223],[53 88 49],[53 88 49],1.0954041,0.24317294,True,2.23325581006829,1.5695220412869697,1.4142135623730951,1.4142135623730951
79,WS-62,6,118,[54 78 54],[55.59497  77.76404  53.243248],[54.94033  77.91667  53.441185],[56 78 53],[55 78 53],0.5281064,0.45293295,True,1.781090446791108,1.09701379346153,2.23606797749979,1.4142135623730951
80,WS-62,6,119,[53 86 38],[53.31431  85.490486 39.170074],[53.03473 86.52002 38.83179],[53 86 39],[53 86 39],0.62234986,0.54765016,True,1.3143318609304462,0.9815816613826807,1.0,1.0
81,WS-62,6,120,[53 77 43],[55.098244 74.95752  43.53997 ],[55.008514 75.67727  42.855648],[55 75 44],[55 75 43],0.4723173,0.69253397,True,2.977569676199158,2.409270625429226,3.0,2.8284271247461903
82,WS-62,6,125,[65 63 57],[64.49973  61.666367 54.640682],[63.95104  62.758595 54.616974],[64 63 55],[64 63 55],1.468816,0.45539308,True,2.7559436843879994,2.614844284703873,2.23606797749979,2.23606797749979
83,WS-62,6,127,[64 58 49],[64.1948  56.86253 48.00437],[64.00705  56.52828  47.943687],[64 57 48],[64 57 48],0.23846328,0.47512326,True,1.5241594216495498,1.811576809174811,1.4142135623730951,1.4142135623730951
84,WS-62,6,134,[60 37 48],[57.717953 54.29904  41.2862  ],[56.923763 54.926926 46.776493],[58 56 46],[57 56 47],5.0192337,1.098752,False,18.695980203183446,18.230053899500934,19.209372712298546,19.261360284258224
85,WS-62,6,136,[60 37 48],[55.468582 62.59227  31.678497],[54.96418 64.34887 33.45705],[50 63 44],[50 63 44],13.4867,11.730998,False,30.690217922328383,31.381802397667688,28.142494558940577,28.142494558940577
86,WS-62,6,141,[60 37 48],[56.71024  70.203606 48.35314 ],[56.03896  69.55807  48.639767],[54 67 51],[54 67 51],4.9612846,4.033828,False,33.36804852161555,32.80437304641718,30.740852297878796,30.740852297878796
87,WS-62,6,142,[60 37 48],[50.37473 65.50122 36.47534],[49.95079  67.716385 39.08948 ],[49 64 44],[49 66 45],7.7951283,6.227697,False,32.21464212245639,33.5243233577171,29.427877939124322,31.160872901765767
88,WS-62,6,143,[60 37 48],[50.312645 44.35949  30.392982],[49.914917 46.34648  33.92035 ],[60 42 48],[59 53 47],20.234108,17.259354,False,21.401261607163324,19.679994442887146,5.0,16.06237840420901
89,WS-62,6,144,[60 37 48],[58.34297  57.95028  37.560844],[57.87917  59.421585 40.84602 ],[58 57 46],[57 58 46],8.499413,5.418243,False,23.46563256560378,23.630591048199843,20.199009876724155,21.307275752662516
90,WS-62,6,149,[60 37 48],[54.17583  60.724327 32.3516  ],[53.958008 62.589058 34.99408 ],[50 62 44],[50 63 44],12.43986,9.845878,False,29.010981445890025,29.33359031320907,27.2213151776324,28.142494558940577
91,WS-62,6,151,[60 37 48],[63.97444  66.7595   31.915573],[62.95245 68.6336  33.63173],[64 75 40],[63 75 40],11.544023,9.004899,False,34.06072122273767,34.869022224271355,39.03844259188627,38.948684188300895
92,WS-62,7,81,[66 34 55],[67.74779  34.72075  54.742382],[66.97498  34.541786 54.47007 ],[68 35 55],[67 35 55],0.45602557,0.7010076,True,1.9080374857496107,1.2348888518963657,2.23606797749979,1.4142135623730951
93,WS-62,7,101,[65 93 46],[65.00481  92.715744 46.02315 ],[64.997375 93.017975 45.28042 ],[65 93 46],[65 93 45],0.28523773,0.28100616,True,0.28523771283572075,0.7198108558791709,0.0,1.0
94,WS-62,7,102,[65 81 52],[65.563736 80.48124  51.478996],[64.96023  81.32779  51.688244],[66 80 51],[65 81 52],0.80706567,0.454114,True,0.9264749098574016,0.45411400696215104,1.7320508075688772,0.0
95,WS-62,7,103,[65 87 33],[64.43509 86.81392 34.24787],[64.00555  87.407135 33.051968],[64 87 34],[64 87 33],0.5341993,0.41047573,True,1.3823651666186891,1.0758239514818406,1.4142135623730951,1.0
96,WS-62,7,104,[65 76 40],[65.004845 75.47997  41.50123 ],[64.991295 75.87831  40.431595],[65 76 42],[65 76 40],0.7205726,0.44850647,True,1.5887536703187997,0.44850648520363273,2.0,0.0
97,WS-62,7,109,[74 91 46],[73.28502 90.75039 46.25138],[73.009254 90.96848  46.30147 ],[73 91 46],[73 91 46],0.45467985,0.30325595,True,0.7979322731015905,1.036076854762191,1.0,1.0
98,WS-62,7,110,[74 82 52],[75.564766 80.8479   53.192688],[74.989876 80.09409  51.946163],[76 81 52],[75 80 52],1.2786976,0.10887817,True,2.279984772657765,2.148309277618421,2.23606797749979,2.23606797749979
99,WS-62,7,111,[74 87 34],[73.15553 85.23007 35.18298],[72.98634  85.630005 34.20054 ],[73 85 34],[73 86 34],1.2151396,0.42106843,True,2.290242461882374,1.7159842950724518,2.23606797749979,1.4142135623730951
100,WS-62,7,112,[74 77 41],[73.81519 76.80243 42.62056],[72.9906  77.18365 41.54229],[74 77 42],[73 77 42],0.67696536,0.49326798,True,1.6429855446699964,1.1604704263392565,1.0,1.4142135623730951
101,WS-62,7,117,[56 90 46],[56.473778 90.28203  47.792435],[55.954254 90.27664  47.568806],[56 90 48],[56 90 48],0.58914226,0.5143461,True,1.8753206145486774,1.5936670608685481,2.0,2.0
102,WS-62,7,118,[56 81 54],[56.585106 80.35773  53.51828 ],[56.03725 79.78989 52.59485],[57 80 53],[56 79 53],0.75413525,0.88851327,True,0.9934372556944713,1.854781041037731,1.7320508075688772,2.23606797749979
103,WS-62,7,119,[56 86 35],[55.44787  84.854    37.091797],[54.969048 85.3394   35.99141 ],[54 85 36],[54 85 36],1.8192471,1.0268009,True,2.44822140783466,1.5754828085942036,2.449489742783178,2.449489742783178
104,WS-62,7,120,[56 77 43],[56.51707  76.1198   43.950172],[56.010895 76.39339  43.263844],[57 77 44],[56 77 43],1.005217,0.6615978,True,1.3946137721769083,0.6615977877144614,1.4142135623730951,0.0
105,WS-62,7,125,[67 65 60],[66.63776  64.42554  57.568283],[66.02332  64.910706 57.87958 ],[67 65 58],[66 65 58],0.80474067,0.15171713,True,2.5247723165175615,2.336246169385992,2.0,2.23606797749979
106,WS-62,7,127,[67 62 53],[66.86221  59.632504 50.230244],[66.0536   59.572002 50.624634],[67 59 50],[66 59 51],0.6870648,0.68626463,True,3.646309765912488,3.526076646937188,4.242640687119285,3.7416573867739413
107,WS-62,7,134,[45 63 50],[57.106373 53.67308  40.713387],[56.92045  55.281326 44.082844],[59 57 49],[59 57 49],9.1280985,5.608636,False,17.882865576072476,15.384659543067679,15.264337522473747,15.264337522473747
108,WS-62,7,136,[45 63 50],[57.33826  63.82598  31.417507],[56.962486 65.30069  33.515575],[57 76 41],[57 76 41],15.496623,13.057306,False,22.32093099409732,20.49708527747074,19.849433241279208,19.849433241279208
109,WS-62,7,141,[45 63 50],[59.29682 71.58468 48.80236],[59.086243 71.22305  49.088593],[56 69 52],[56 69 52],5.270151,4.789901,False,16.71915534674189,16.336202024526052,12.68857754044952,12.68857754044952
110,WS-62,7,142,[45 63 50],[51.40365 66.63382 35.29724],[50.944736 68.67321  38.08285 ],[51 64 47],[54 77 42],12.002271,9.696088,False,16.443310897727216,14.475622117264063,6.782329983125268,18.466185312619388
111,WS-62,7,143,[45 63 50],[50.198288 44.173374 30.479704],[49.90206  46.34876  34.053986],[53 60 48],[53 60 48],23.77588,19.75968,False,27.61351113817379,23.570520123174422,8.774964387392123,8.774964387392123
112,WS-62,7,144,[45 63 50],[57.865334 58.007805 36.778137],[56.915073 60.520073 39.802364],[55 62 47],[55 62 47],11.341703,7.5936584,False,19.111684265449473,15.877996885744851,10.488088481701515,10.488088481701515
113,WS-62,7,149,[45 63 50],[55.87876 62.51902 31.97356],[54.950634 64.619156 33.999786],[55 62 47],[53 64 47],15.061059,13.160315,False,21.060183189595705,18.911467918026496,10.488088481701515,8.602325267042627
114,WS-62,7,151,[45 63 50],[65.8813   67.88856  31.637486],[64.944626 69.57005  33.65606 ],[66 76 40],[65 76 40],11.6508045,9.032877,False,28.233113547666033,26.609736882669853,26.645825188948457,25.865034312755125
115,WS-62,8,81,[67 32 54],[66.75798 33.15454 53.76989],[65.97783  33.011837 53.416122],[67 33 54],[66 33 54],0.36797708,0.58441824,True,1.2018690273823576,1.5522759839119182,1.0,1.4142135623730951
116,WS-62,8,101,[63 96 40],[63.82017 95.37759 43.22342],[62.962353 96.63442  41.50804 ],[64 95 43],[63 96 42],0.47415814,0.80369914,True,3.3838603780028356,1.6364894689997957,3.3166247903554,2.0
117,WS-62,8,102,[63 85 49],[64.35643  84.30872  50.165714],[63.993237 85.88751  49.306263],[65 85 49],[64 86 49],1.5003117,0.32633764,True,1.917460691824597,1.3667456794401713,2.0,1.4142135623730951
118,WS-62,8,103,[63 88 29],[62.13791 88.71588 29.9834 ],[62.03322 89.24833 28.83692],[62 89 29],[62 89 29],1.0328691,0.29894143,True,1.4908934722442313,1.587320871250597,1.4142135623730951,1.4142135623730951
119,WS-62,8,104,[63 77 38],[63.16545  76.89298  37.516537],[63.00057  76.95628  37.338768],[63 77 38],[63 77 37],0.5220762,0.34157753,True,0.5220761908612729,0.6626757880728688,0.0,1.0
120,WS-62,8,109,[72 94 42],[72.04071 93.73381 43.5141 ],[71.98946  93.64433  43.434093],[72 94 44],[72 94 43],0.5555303,0.56129074,True,1.5378590244606687,1.4775771396320356,2.0,1.0
121,WS-62,8,110,[72 84 50],[73.22848  83.84656  52.651993],[72.98342  84.39902  51.659115],[74 84 51],[73 85 51],1.8297191,0.8921252,True,2.9267332093513683,1.9695162810009963,2.23606797749979,1.7320508075688772
122,WS-62,8,111,[72 87 30],[70.61078  86.5671   30.649483],[69.99772  87.38942  29.357235],[71 87 30],[70 87 29],0.8721943,0.52845967,True,1.5934758507518545,2.138673526582151,1.0,2.23606797749979
123,WS-62,8,112,[72 78 41],[71.811615 77.912506 39.7415  ],[70.95689 77.36418 38.55978],[72 78 40],[71 77 39],0.33161107,0.5729577,True,1.2755250656377974,2.7289236722196253,1.0,2.449489742783178
124,WS-62,8,117,[55 94 41],[54.72493  93.59636  44.470512],[53.937416 93.52558  43.912052],[55 94 44],[54 93 44],0.67821187,0.53655136,True,3.5047176366222406,3.135953665317209,3.0,3.3166247903554
125,WS-62,8,118,[54 84 52],[55.05288 83.13482 52.49269],[55.02449  83.489944 51.121765],[54 83 52],[55 83 51],1.1702459,0.5054425,True,1.4490815923784428,1.442578809441281,1.0,1.7320508075688772
