,subject,vertebra,poi_idx,target,coarse,refined,coarse_proj,refined_proj,coarse_proj_dist,refined_proj_dist,loss_mask,coarse_error,refined_error,coarse_proj_error,refined_proj_error
12,WS-62,3,120,[55 72 45],[55.707054 70.31008  42.403122],[55.249065 71.28388  43.4444  ],[57 72 42],[56 72 44],2.1656504,1.1770378,True,3.1779751049572047,1.730533811072911,3.605551275463989,1.4142135623730951
13,WS-62,3,125,[63 53 49],[62.995586 55.45053  49.264923],[62.027527 54.341026 48.33878 ],[63 54 48],[62 54 48],1.9246013,0.4814854,True,2.4648135704798966,1.7836109965683928,1.4142135623730951,1.7320508075688772
14,WS-62,3,127,[63 54 43],[62.884285 54.785156 42.39822 ],[62.060394 52.949745 42.688347],[63 54 43],[62 54 43],0.99599165,1.0971829,True,0.9959916655402123,1.443267738257266,0.0,1.0
15,WS-62,3,134,[41 61 41],[57.78579  65.23962  41.636425],[57.17343 64.92393 42.90519],[60 70 43],[60 70 43],5.4243264,5.8107653,False,17.32461003216638,16.751323402444484,21.118712081942874,21.118712081942874
16,WS-62,3,136,[41 61 41],[53.20323  46.154194 35.283176],[53.588223 47.420155 41.107132],[57 52 41],[57 51 43],9.015041,5.295136,False,20.049910171201354,18.517208885768458,18.35755975068582,18.973665961010276
17,WS-62,3,141,[41 61 41],[59.549908 60.47521  44.70436 ],[59.178886 58.48643  44.12907 ],[56 57 45],[57 56 44],4.9765773,3.3085563,False,18.923445024095464,18.61668661638109,16.0312195418814,17.029386365926403
18,WS-62,3,142,[41 61 41],[58.249302 58.236332 43.246887],[58.230164 55.961575 43.10475 ],[57 56 43],[58 55 43],2.5734975,0.9942705,False,17.613199018486128,18.07468525334216,16.881943016134134,18.138357147217054
19,WS-62,3,143,[41 61 41],[55.092518 57.416252 43.89463 ],[55.13191  55.030174 42.44044 ],[55 58 44],[55 54 42],0.6003531,1.1281167,False,14.826368183769508,15.408586099125703,14.628738838327793,15.684387141358123
20,WS-62,3,144,[41 61 41],[52.236244 54.597008 35.735886],[52.323338 53.931526 41.426353],[53 56 40],[53 55 42],4.553502,1.3887328,False,13.962893457254188,13.355263858774332,13.038404810405298,13.45362404707371
21,WS-62,3,149,[41 61 41],[52.803288 51.55301  37.43981 ],[52.55051  52.735336 43.042717],[55 54 41],[54 54 43],4.846468,1.9241152,False,15.531843900945876,14.348925023275727,15.652475842498529,14.89966442575134
22,WS-62,3,151,[41 61 41],[56.272835 52.428574 40.019386],[56.269833 52.960598 42.426754],[56 53 41],[56 53 42],1.1672918,0.5064397,False,17.541107028431526,17.31575581913522,17.0,17.029386365926403
23,WS-62,4,81,[66 43 42],[62.713398 44.193836 41.712162],[62.29156  44.141685 43.467262],[64 45 42],[62 45 44],1.5453465,1.0514377,True,3.508539360623683,4.148351864150952,2.8284271247461903,4.898979485566356
24,WS-62,4,101,[65 84 49],[63.536045 83.1535   47.31105 ],[63.013504 84.96293  47.703724],[64 84 47],[63 84 48],1.014181,1.0075682,True,2.3900358131071333,2.560025346252536,2.23606797749979,2.23606797749979
25,WS-62,4,102,[63 71 51],[64.14389  70.97986  51.195442],[64.02502  71.210655 50.857555],[64 71 51],[64 71 51],0.24353188,0.25552285,True,1.1606414351393937,1.0560897189401566,1.0,1.0
26,WS-62,4,103,[64 85 37],[64.31554  84.09167  37.192635],[64.07983  84.44471  36.987175],[64 85 37],[64 85 37],0.9806834,0.5611452,True,0.9806833765485659,0.5611452207075548,0.0,0.0
27,WS-62,4,104,[62 71 40],[63.13882  69.9336   40.406895],[63.149128 71.31925  39.68691 ],[63 71 40],[63 71 40],1.1498002,0.47136733,True,1.6123528678661898,1.2330624744423013,1.0,1.0
28,WS-62,4,109,[73 81 51],[71.8067   81.34285  48.486588],[70.958435 81.98836  48.588593],[72 82 48],[71 82 49],0.84022504,0.41366568,True,2.8033460611663705,3.3105473919603625,3.3166247903554,3.0
29,WS-62,4,110,[72 71 51],[71.83568 71.33041 51.94502],[70.99178  71.49892  51.099503],[72 72 52],[71 71 51],0.69165057,0.5088085,True,1.014509935285259,1.1293005766351458,1.4142135623730951,1.0
30,WS-62,4,111,[72 81 40],[70.77092  81.263405 38.727352],[70.00747  82.02812  37.482193],[71 81 39],[70 82 38],0.44294098,0.5186239,True,1.7887573399237715,3.3714338112669235,1.4142135623730951,3.0
31,WS-62,4,112,[71 71 42],[70.862045 70.66647  40.048065],[70.084915 71.480354 40.56011 ],[71 72 40],[70 72 41],1.3415048,0.6861101,True,1.9850241869754306,1.77240203227614,2.23606797749979,1.7320508075688772
32,WS-62,4,117,[56 82 52],[55.1763   82.0781   49.852745],[55.449535 82.11438  50.290997],[56 82 50],[56 82 50],0.8403961,0.63306636,True,2.3011487008250757,1.7991072379241784,2.0,2.0
33,WS-62,4,118,[56 73 54],[56.522415 71.40324  53.60849 ],[55.850964 71.95208  52.186394],[57 72 53],[56 72 52],0.9769719,0.24341492,True,1.7250657138875602,2.0998848366828344,1.7320508075688772,2.23606797749979
34,WS-62,4,119,[56 82 42],[56.006035 81.55044  39.421043],[56.30862 82.24244 39.17465],[56 82 40],[57 82 39],0.7330302,0.75318295,True,2.6178540146504803,2.852478868902288,2.0,3.1622776601683795
35,WS-62,4,120,[55 74 43],[55.601585 70.95618  41.64879 ],[55.21423 71.73999 41.55042],[57 72 42],[56 73 42],1.7800225,1.5515099,True,3.384159800601066,2.6934780405277174,3.0,1.7320508075688772
36,WS-62,4,125,[63 56 50],[63.72583  57.064674 49.770912],[62.886723 56.595352 48.643105],[63 56 50],[63 56 49],1.3087559,0.7033138,True,1.3087559229884596,1.4860825147187922,0.0,1.0
37,WS-62,4,127,[63 56 43],[63.593613 54.846874 42.73809 ],[63.087124 54.286694 42.3301  ],[64 55 43],[63 54 42],0.5071437,0.44581437,True,1.3231294745667266,1.8416769896525464,1.4142135623730951,2.23606797749979
38,WS-62,4,134,[39 63 41],[58.263355 66.286575 41.023483],[58.202328 66.76125  42.06884 ],[60 71 41],[60 71 42],5.023232,4.604708,False,19.541724193794316,19.596398546722725,22.47220505424423,22.494443758403985
39,WS-62,4,136,[39 63 41],[53.02547 45.11207 35.16671],[53.36874  44.340767 41.692104],[57 46 42],[57 45 43],7.9548197,3.9155111,False,23.467407347693758,23.560702018053735,24.779023386727733,25.534290669607408
40,WS-62,4,141,[39 63 41],[59.869164 60.90944  44.993393],[59.225937 59.014828 45.603626],[58 59 46],[58 59 46],2.8553436,1.288508,False,21.350400883336786,21.122582601574166,20.049937655763422,20.049937655763422
41,WS-62,4,142,[39 63 41],[58.581863 58.056454 43.559044],[58.201942 56.142647 42.95048 ],[58 57 44],[58 56 43],1.2841736,0.25215262,False,20.357719172844543,20.482730882847548,20.149441679609886,20.346989949375804
42,WS-62,4,143,[39 63 41],[54.863777 58.083435 43.922478],[54.10143  57.54697  42.284515],[55 57 44],[55 58 42],1.0947137,1.0457604,False,16.863360064418366,16.10709996691903,17.349351572897472,16.792855623746664
43,WS-62,4,144,[39 63 41],[51.67917  54.139534 35.810963],[51.325718 54.20145  41.67495 ],[53 57 41],[54 55 42],6.0706644,2.8098261,False,16.315492180439083,15.158936486344814,15.231546211727817,17.029386365926403
44,WS-62,4,149,[39 63 41],[52.681232 50.908333 37.814774],[52.427025 50.552    43.217102],[56 52 41],[56 51 43],4.7277503,3.6074908,False,18.534567811828516,18.443245049025485,20.248456731316587,20.904544960366874
45,WS-62,4,151,[39 63 41],[56.213238 51.69119  40.49389 ],[56.35522  50.450478 42.890884],[56 52 41],[56 50 43],0.63006604,0.5839675,False,20.601963819933165,21.50045685816031,20.248456731316587,21.494185260204677
46,WS-62,5,81,[60 42 48],[62.35565  43.345207 47.542732],[62.322727 42.39987  48.98977 ],[62 43 48],[62 43 49],0.6743516,0.6814773,True,2.7509583637685413,2.556286716359282,2.23606797749979,2.449489742783178
47,WS-62,5,101,[64 85 48],[63.163013 84.278404 46.311398],[63.125336 86.384735 46.69256 ],[62 85 47],[63 86 47],1.5321469,0.50818354,True,2.018074613005477,2.0956938697753,2.23606797749979,1.7320508075688772
48,WS-62,5,102,[64 72 51],[64.18715  72.21158  51.404747],[63.99711 72.43878 50.93648],[64 72 51],[64 72 51],0.49356896,0.44336483,True,0.49356895558666086,0.44336483596295906,0.0,0.0
49,WS-62,5,103,[63 85 36],[63.151634 84.897835 36.691944],[63.16652  85.537636 36.89732 ],[63 85 36],[63 86 37],0.7156936,0.5020483,True,0.7156936052401689,1.0592278798257204,0.0,1.4142135623730951
50,WS-62,5,104,[62 72 39],[62.365906 70.01731  41.43415 ],[62.119217 71.00027  40.623043],[62 71 41],[62 71 41],1.1349235,0.3953597,True,3.160701176260124,1.9099600684430227,2.23606797749979,2.23606797749979
51,WS-62,5,109,[73 83 48],[72.05169  82.671715 47.540028],[72.00111 82.9566  47.89083],[72 83 48],[72 83 48],0.5674659,0.117486045,True,1.103919946297045,1.005778527338136,1.0,1.0
52,WS-62,5,110,[72 72 51],[72.52312  72.92313  52.206913],[72.002045 72.26551  51.117893],[73 74 52],[72 72 51],1.195779,0.2905148,True,1.6070010763867595,0.2905147995815199,2.449489742783178,0.0
53,WS-62,5,111,[72 82 38],[70.00875  81.91756  38.067947],[70.01348  82.556335 37.458412],[71 82 37],[71 83 37],1.459412,1.1748189,True,1.9941129986249742,2.132858103533795,1.4142135623730951,1.7320508075688772
54,WS-62,5,112,[71 72 41],[70.71021  71.166855 40.81256 ],[70.03421  71.30582  40.157845],[70 71 41],[70 71 40],0.7532437,0.34584543,True,0.9017986845184156,1.4573490535335814,1.4142135623730951,1.7320508075688772
55,WS-62,5,117,[56 83 51],[54.588478 83.35834  49.304688],[54.373703 82.65624  49.779358],[55 83 49],[54 83 50],0.62497234,0.55363,True,2.2349237735460203,2.062275040324394,2.23606797749979,2.23606797749979
56,WS-62,5,118,[55 74 54],[56.266197 72.834145 54.035393],[55.921036 72.84099  53.112907],[56 74 54],[56 73 52],1.1963831,1.1269796,True,1.721547803622251,1.7258472106020888,1.0,2.449489742783178
57,WS-62,5,119,[55 83 40],[54.36813 82.32856 39.41432],[54.347534 82.52585  39.59397 ],[55 82 39],[55 83 40],0.82393825,0.9029899,True,1.0922960753093864,0.9029898897801243,1.4142135623730951,0.0
58,WS-62,5,120,[54 72 44],[54.624626 71.35275  42.627926],[54.239666 72.16657  42.727276],[55 72 43],[55 72 43],0.8356278,0.8247622,True,1.6406322976012861,1.3057614528907902,1.4142135623730951,1.4142135623730951
59,WS-62,5,125,[64 57 52],[63.780243 58.006718 52.467827],[62.969418 57.24436  51.434067],[64 57 52],[63 57 52],1.1316518,0.617194,True,1.1316517222803686,1.2008718857719842,0.0,1.0
60,WS-62,5,127,[63 55 47],[63.379036 54.14351  46.342644],[63.249798 54.80155  46.544678],[63 55 46],[63 55 47],0.9973214,0.55596673,True,1.1442737836470829,0.5559667234424622,1.0,0.0
61,WS-62,5,134,[39 62 43],[58.645996 66.934875 41.758568],[58.273228 67.7248   42.253788],[59 71 42],[58 71 42],4.0876455,3.296361,False,20.294317246034716,20.119330861373456,21.95449840010015,21.047565179849187
62,WS-62,5,136,[39 62 43],[52.985268 44.676403 34.98739 ],[52.420086 43.96551  37.82948 ],[60 49 44],[60 47 45],12.211762,10.866443,False,23.662135652752376,23.06676771437396,24.71841418861655,25.88435821108957
63,WS-62,5,141,[39 62 43],[60.095734 61.11447  45.010826],[60.194813 59.5198   46.588806],[58 58 47],[60 58 48],4.248393,2.0830762,False,21.20984583642937,21.639108547482167,19.82422760159901,21.95449840010015
64,WS-62,5,142,[39 62 43],[58.701405 57.8495   44.515762],[58.199043 54.98103  45.346806],[58 57 45],[59 55 45],1.2033713,0.873021,False,20.190828070337716,20.57611979362817,19.748417658131498,21.283796653792763
65,WS-62,5,143,[39 62 43],[54.561646 58.54492  44.09961 ],[54.18312 57.61702 44.36206],[55 58 44],[54 57 44],0.706411,0.7384675,False,15.978470406714855,15.861679629842488,16.522711641858304,15.84297951775486
66,WS-62,5,144,[39 62 43],[51.414375 53.843628 35.685837],[51.367126 53.332207 38.871937],[55 56 43],[55 56 43],8.426365,6.111939,False,16.557176782305227,15.656224418290256,17.08800749063506,17.08800749063506
67,WS-62,5,149,[39 62 43],[52.521027 50.502174 37.518715],[52.34455  49.31176  43.520287],[58 53 43],[56 53 45],8.142651,5.3995347,False,18.5758617825939,18.421161130652035,21.02379604162864,19.339079605813716
68,WS-62,5,151,[39 62 43],[56.20611 51.25845 40.27123],[56.46082  52.338276 46.019863],[58 53 43],[56 53 46],3.700978,0.80661494,False,20.466491003746192,20.18288122155383,21.02379604162864,19.467922333931785
69,WS-62,6,81,[63 36 49],[64.974014 36.012012 49.34359 ],[64.17895  36.535507 49.31474 ],[65 36 49],[64 36 49],0.34478036,0.64641386,True,2.003729179539197,1.332571135669362,2.0,1.0
70,WS-62,6,101,[62 91 46],[61.724052 89.569855 45.42373 ],[61.023514 90.660774 46.556763],[62 91 45],[61 91 47],1.5169076,0.55864686,True,1.5663814568355998,1.1741312243056612,1.0,1.4142135623730951
71,WS-62,6,102,[62 78 52],[63.405964 78.203476 51.799873],[63.045235 77.8468   51.194653],[63 78 51],[63 78 51],0.9197861,0.25180447,True,1.43463849800992,1.3283710857276596,1.4142135623730951,1.4142135623730951
72,WS-62,6,103,[61 89 35],[62.071632 88.15235  35.54969 ],[62.101917 88.30768  35.18313 ],[62 88 35],[62 88 35],0.5748926,0.37227544,True,1.4727740900514052,1.3141792501292626,1.4142135623730951,1.4142135623730951
73,WS-62,6,104,[61 75 40],[62.976315 73.75118  42.01567 ],[62.15945  75.1577   41.843952],[63 75 42],[62 75 42],1.2491404,0.27321154,True,3.086793298273089,2.1838851460687674,2.8284271247461903,2.23606797749979
74,WS-62,6,109,[71 88 47],[70.25537 87.84137 46.63909],[70.01777  88.79228  46.821938],[71 88 47],[70 89 47],0.84255016,0.2741691,True,0.8425501492613405,1.2744391621113016,0.0,1.4142135623730951
75,WS-62,6,110,[72 78 52],[71.99391 78.45329 52.68827],[70.96434  78.528336 51.630016],[72 78 52],[71 79 52],0.82415277,0.60052216,True,0.8241528060160636,1.2200891749993044,0.0,1.4142135623730951
76,WS-62,6,111,[70 86 36],[69.95586 85.33801 37.45603],[69.01249 86.6714  36.22476],[70 86 37],[69 87 36],0.80507195,0.39830753,True,1.6000638913448708,1.2151025413571637,1.0,1.4142135623730951
77,WS-62,6,112,[70 76 41],[70.667046 74.90021  41.931557],[70.11575  75.09526  41.695145],[71 75 42],[70 75 42],0.3542621,0.33972073,True,1.5881722866217738,1.1468122042435012,1.7320508075688772,1.4142135623730951
78,WS-62,6,117,[54 89 49],[53.084248 87.880875 48.405666],[53.41922  88.986176 48.613495],[53 88 48],[54 89 49],0.43110752,0.6977699,True,1.5634182259716725,0.6977698555866,1.7320508075688772,0.0
79,WS-62,6,118,[54 78 54],[55.327114 77.6378   54.438442],[54.986008 78.385506 53.486065],[55 78 54],[55 78 53],0.65606594,0.6205397,True,1.4438319635235877,1.1768411395946285,1.0,1.4142135623730951
80,WS-62,6,119,[53 86 38],[53.598713 85.46694  37.691902],[53.362442 86.06598  37.912548],[53 85 38],[53 86 38],0.81939983,0.37863606,True,0.8587970944496106,0.3786360855194069,1.0,0.0
81,WS-62,6,120,[53 77 43],[54.47651  74.88119  43.039825],[54.247055 75.17085  43.456303],[54 75 43],[54 75 43],0.49271026,0.54629564,True,2.582834071286102,2.260340327498823,2.23606797749979,2.23606797749979
82,WS-62,6,125,[65 63 57],[64.475136 62.15535  55.665264],[64.14195  62.911148 55.498608],[64 63 56],[64 63 55],1.0252981,0.5259798,True,1.6644627796551787,1.7315655299579509,1.4142135623730951,2.23606797749979
83,WS-62,6,127,[64 58 49],[64.142075 57.248062 48.211525],[64.167465 58.16704  48.22467 ],[64 57 48],[64 58 48],0.35561612,0.32622746,True,1.0987668659494223,0.8106068869806833,1.4142135623730951,1.0
84,WS-62,6,134,[60 37 48],[57.617638 69.61401  42.05121 ],[57.244453 69.977486 44.248173],[58 75 42],[57 75 44],5.3997846,5.03458,False,33.23759405534354,33.304411190975614,38.52272056851645,38.3275357934736
85,WS-62,6,136,[60 37 48],[52.76094  43.823776 34.788963],[52.44583  43.022182 38.110214],[60 42 48],[60 42 48],15.174374,12.48672,False,16.537817091598445,13.825339377822544,5.0,5.0
86,WS-62,6,141,[60 37 48],[60.73278 61.32405 45.34193],[60.18469  59.739773 48.008682],[59 60 48],[60 60 49],3.438164,1.041412,False,24.479823398047245,22.740524446262608,23.021728866442675,23.021728866442675
87,WS-62,6,142,[60 37 48],[58.761326 57.007378 45.436127],[58.230045 56.2636   48.305656],[58 57 46],[57 56 48],0.9474305,1.294574,False,20.20898115557305,19.347155530188697,20.199009876724155,19.235384061671343
88,WS-62,6,143,[60 37 48],[54.1359   59.4647   44.615383],[54.303402 60.33049  47.207123],[54 59 46],[54 60 47],1.4668256,0.494142,False,23.462864453690724,24.028975269609173,22.891046284519195,23.790754506740637
89,WS-62,6,144,[60 37 48],[50.794174 52.84398  35.15801 ],[50.375946 52.362343 39.20953 ],[50 62 44],[54 59 46],12.753205,10.163795,False,22.376229336525405,20.146869654678373,27.2213151776324,22.891046284519195
90,WS-62,6,149,[60 37 48],[52.45914  49.697044 37.10195 ],[52.43294  49.24204  41.376945],[58 56 46],[59 53 47],12.2312565,9.426944,False,18.35339076462055,15.842750343807207,19.209372712298546,16.06237840420901
91,WS-62,6,151,[60 37 48],[56.341423 50.512833 40.15096 ],[56.38777  50.086758 46.86831 ],[59 53 47],[58 53 48],7.7565064,3.5166726,False,16.049588025774582,13.623220782488618,16.06237840420901,16.1245154965971
92,WS-62,7,81,[66 34 55],[67.59706 34.69091 54.28568],[67.20038  34.43384  54.762688],[68 34 54],[67 35 55],0.849311,0.6457584,True,1.8810146525119131,1.2982465510649128,2.23606797749979,1.4142135623730951
93,WS-62,7,101,[65 93 46],[63.845665 91.96179  44.407394],[63.00652 92.52688 45.42653],[64 93 44],[63 93 45],1.1259065,0.63703495,True,2.2241307916466444,2.1275992074396126,2.23606797749979,2.23606797749979
94,WS-62,7,102,[65 81 52],[65.196434 81.09819  51.74199 ],[65.02278  80.86599  52.026855],[65 81 52],[65 81 52],0.33881745,0.13856035,True,0.338817454080682,0.13856035373036232,0.0,0.0
95,WS-62,7,103,[65 87 33],[64.04373 87.3094  33.77788],[64.07597 86.63941 33.7133 ],[64 87 34],[64 87 34],0.3833783,0.46689755,True,1.270936184844239,1.2217380596653942,1.4142135623730951,1.4142135623730951
96,WS-62,7,104,[65 76 40],[64.50809 74.59206 42.27297],[64.07689  75.89709  41.545544],[65 76 42],[64 76 42],1.5161779,0.4722643,True,2.718578421869271,1.8031722467570253,2.0,2.23606797749979
97,WS-62,7,109,[74 91 46],[71.645874 91.009186 45.301147],[71.0707  91.76486 45.87001],[72 92 45],[71 92 46],1.094444,0.27782345,True,2.455684907238107,3.0302970803882388,2.449489742783178,3.1622776601683795
98,WS-62,7,110,[74 82 52],[75.12107  81.33342  53.021187],[75.06497  80.73821  52.381966],[75 81 52],[75 81 52],1.0810409,0.46760213,True,1.6564877239024303,1.69474789454594,1.4142135623730951,1.4142135623730951
99,WS-62,7,111,[74 87 34],[72.36792 85.54869 35.69394],[71.99201  86.549614 34.2736  ],[73 87 36],[72 87 34],1.6122955,0.52703816,True,2.7639489559427517,2.0759867779013637,2.23606797749979,2.0
100,WS-62,7,112,[74 77 41],[73.41239  76.56709  42.412415],[73.0603  76.97636 41.95204],[73 77 42],[73 77 42],0.7263341,0.080594294,True,1.589844955510806,1.3378988091060127,1.4142135623730951,1.4142135623730951
101,WS-62,7,117,[56 90 46],[55.615158 89.85705  46.93667 ],[55.35728  89.366295 47.238033],[56 90 47],[55 89 47],0.4153907,0.5643415,True,1.0226858026919587,1.5321216337529795,1.0,1.7320508075688772
102,WS-62,7,118,[56 81 54],[56.952568 80.4763   54.606586],[56.062172 79.91364  53.51767 ],[57 81 54],[56 80 54],0.80277973,0.49392858,True,1.2448258791099895,1.190243535756553,1.0,1.0
103,WS-62,7,119,[56 86 35],[55.14893  84.49448  36.146904],[55.189205 84.4569   35.74785 ],[55 84 35],[55 84 35],1.2578058,0.8965685,True,2.075165331921972,1.896791627297227,2.23606797749979,2.23606797749979
104,WS-62,7,120,[56 77 43],[55.845966 75.73547  43.673508],[55.254578 76.44226  43.444027],[56 77 44],[55 77 43],1.3150477,0.75699586,True,1.440960065743362,1.0314492275755809,1.0,1.0
105,WS-62,7,125,[67 65 60],[66.70108 64.52471 58.32056],[66.00392  64.619255 58.726883],[67 65 58],[66 65 59],0.6465377,0.46858832,True,1.7708103265712085,1.6607125361634647,2.0,1.4142135623730951
106,WS-62,7,127,[67 62 53],[66.66229  59.28413  50.539024],[66.03602  59.404385 50.977406],[67 59 51],[66 59 51],0.63818085,0.40661377,True,3.6805430084197663,3.4289018845455344,3.605551275463989,3.7416573867739413
107,WS-62,7,134,[45 63 50],[59.239456 71.844086 42.106148],[59.322865 73.562126 42.38244 ],[59 76 42],[59 76 42],4.1641603,2.4887204,False,18.52816415762038,19.357949225110875,20.71231517720798,20.71231517720798
108,WS-62,7,136,[45 63 50],[52.617878 43.42717  34.66664 ],[52.369827 42.851227 38.420765],[64 48 50],[64 43 51],19.636074,17.132431,False,26.004608008344924,24.379624692779192,24.20743687382041,27.60434748368452
109,WS-62,7,141,[45 63 50],[60.717995 61.352585 45.40338 ],[60.105713 60.29023  50.44678 ],[59 61 49],[60 60 50],4.0014358,0.54315925,False,16.458986506502487,15.353339372548097,14.177446878757825,15.297058540778355
110,WS-62,7,142,[45 63 50],[59.19513  57.043888 46.683495],[59.2769   58.231762 50.358562],[59 57 49],[59 58 50],2.3251235,0.50887614,False,15.747259312939395,15.05637972677751,15.264337522473747,14.866068747318506
111,WS-62,7,143,[45 63 50],[54.450928 60.09396  45.23616 ],[54.238506 60.44782  49.89473 ],[54 62 47],[54 60 50],2.6358025,0.5181783,False,10.975394003393191,9.58512962497756,9.539392014169456,9.486832980505138
112,WS-62,7,144,[45 63 50],[49.769234 52.3089   34.725105],[49.309704 52.225082 38.55119 ],[53 60 48],[53 60 48],15.678447,12.780753,False,19.244938057408415,16.301768617366516,8.774964387392123,8.774964387392123
113,WS-62,7,149,[45 63 50],[51.363758 48.800426 36.141113],[51.363335 48.035164 40.76233 ],[53 60 48],[53 60 48],16.39332,14.079058,False,20.837323391820803,18.702216758599377,8.774964387392123,8.774964387392123
114,WS-62,7,151,[45 63 50],[55.371166 49.674862 39.579674],[55.326633 49.05006  43.62189 ],[59 57 49],[60 55 50],12.472715,9.895576,False,19.841965450200068,18.491091125937757,15.264337522473747,17.0
115,WS-62,8,81,[67 32 54],[66.981255 32.87909  53.88093 ],[66.37277  32.344463 53.473766],[67 33 54],[66 32 53],0.17072785,0.6943116,True,0.8873143237268564,0.8882519738817568,1.0,1.4142135623730951
116,WS-62,8,101,[63 96 40],[63.13852  95.34418  41.097748],[63.066425 95.83935  41.429935],[63 96 41],[63 96 41],0.6773815,0.463752,True,1.2862120026848667,1.440464108094233,1.0,1.0
117,WS-62,8,102,[63 85 49],[63.689545 85.47505  49.791073],[63.034904 85.63386  49.10028 ],[64 86 49],[63 86 49],0.998874,0.38122788,True,1.1519298581053325,0.6426897945631177,1.4142135623730951,1.0
118,WS-62,8,103,[63 88 29],[63.014355 88.96858  29.88041 ],[63.053856 88.82709  29.458384],[63 89 29],[63 89 29],0.8810866,0.4928638,True,1.3089988068976093,0.9471480966000907,1.0,1.0
119,WS-62,8,104,[63 77 38],[62.94795  76.49707  37.911694],[62.06802  76.6806   37.168472],[63 77 38],[62 77 37],0.51326954,0.36745617,True,0.513269577192342,1.2892011972485644,0.0,1.4142135623730951
120,WS-62,8,109,[72 94 42],[71.31734 93.74637 42.1057 ],[71.01644  94.358925 42.808014],[71 94 42],[71 94 43],0.4197673,0.40737703,True,0.7358875609714851,1.322535888024109,1.0,1.4142135623730951
121,WS-62,8,110,[72 84 50],[72.63631  84.500404 51.682953],[72.06681  83.904236 50.94026 ],[73 85 51],[72 84 50],0.9210283,0.94748443,True,1.8675173939913208,0.9474844383959872,1.7320508075688772,0.0
122,WS-62,8,111,[72 87 30],[70.771545 86.65686  31.292492],[70.04515  87.32912  29.791143],[71 87 30],[70 87 29],1.3566399,0.85805845,True,1.8158691699567548,1.9933325155796895,1.0,2.23606797749979
123,WS-62,8,112,[72 78 41],[72.153015 77.64939  39.799644],[72.06751  77.00086  38.799393],[72 78 40],[72 77 39],0.43183622,0.21166477,True,1.2598387113428804,2.4177483176186354,1.0,2.23606797749979
124,WS-62,8,117,[55 94 41],[54.351936 93.58209  43.241066],[54.344425 93.27265  43.302284],[54 94 43],[54 93 44],0.5971757,0.82448465,True,2.370023225066983,2.5018646308971757,2.23606797749979,3.3166247903554
